GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
770,302PAK,8297,06-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Punjab,Rawalpindi,Rawalpindi,Rawalpindi,33.61,73.06,1,Right Vision News,"A large number of people staged a protest demonstration against the rising incidents of crime and extortion throughout Rawalpindi city, particularly in the Naseerabad area. The angry protesters blocked Peshawar Road for more than one hour and raised slogans against senior police officials. They allege that extortionists and criminals were threatening locals and traders, while police officials were protecting the mafia",0
770,303PAK,8298,07-February-2015,2015,1,Remote violence,Baloch Separatists (Pakistan),,2,,,0,20,Pakistan,Balochistan,Sibi,Bakhtiarabad ,Bakhtiarabad ,29.57,67.86,1,Right Vision News,"An IED was attached to the railway tracks which exploded near Bakhtiarabad, Sibi, Balochistan. A two feet deep railway track damage was caused after the blast. No responsibilty was claimed for the attack but Baloch seperatist groups are suspected to be behind the attack",0
770,304PAK,8299,07-February-2015,2015,1,Remote violence,BRA: Baloch Republican Army,,2,,,0,20,Pakistan,Balochistan,Nasirabad,Chattar,Chattar,28.76,68.35,1,Right Vision News,"In Chithar area of Nasirabad Balochistan, BRA men blew up two towers of high transmission line at night between Friday and Saturday, causing suspension of electricity supply to respective areas of Sibi as well as Quetta. No group has claimed responsibility but baloch seperatist groups are often responsible for such attacks.",0
770,305PAK,8300,07-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Ghotki,Ghotki,Ghotki,28.00,69.31,1,The Express Tribune,"Scores of workers belonging to a sugar mill in Ghotki staged a demonstration and sit-in at Ghotki Bypass, following the registration of a case against workers by the mill's management for staging their own protest previously. Employees of the Jamal Din Wali (JDW) Unit-3 sugar mill, Ghotki, gathered at Ghotki Bypass on Saturday while shouting slogans against the management for harassing and registering a case against the workers.",0
770,306PAK,8301,07-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Federally Administered Tribal Areas,Bajaur,Khar,Khar,34.74,71.53,1,The News,"Polio workers in Khar, Bajaur Agency on Saturday staged a protest demonstration against the non-payment of dues for last five months. The protesting polio workers warned not to participate in the upcoming anti-polio drive if their dues were not paid within a week. Scores of polio workers, including supervisors and other supporting staff, gathered outside the office of the agency surgeon and protested against the authorities’ apathy",0
770,307PAK,8302,07-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),Shikarpur Shuhada Committee,6,,,0,60,Pakistan,Sindh,Larkana,Shikarpur,Shikarpur,27.95,68.64,1,Daily Regional Times,Shikarpur Shuhada Committee that was created to represent the martyrs in the Shikarpur tragedy  protested against the Shikarpur blast at the end of January that targeted an imambargah. They demand fool proof security at imambargas for shias.,0
770,308PAK,8303,07-February-2015,2015,1,Battle-No change of territory,Military Forces of Pakistan,,1,Unidentified Armed Group (Pakistan),,3,13,Pakistan,Federally Administered Tribal Areas,Mohmand Agency,Yakka Gund,Yakka Gund,34.53,71.40,2,The News,Security forces were conducting a search operation in Yakka Gund tehsil of Mohmand Agency when militants opened fire at them. The security forces retaliated and killed seven. No security personnel were injured in the clash. The report does not mention which group or groups the militants belonged to,7
770,309PAK,8304,08-February-2015,2015,1,Remote violence,Unidentified Armed Group (Pakistan),,3,Civilians (Pakistan),,7,37,Pakistan,Federally Administered Tribal Areas,Orakzai Agency,Lower Orakzai,Bezot,33.73,71.19,2,The News,"Militants blew up a state-run school for girls in Orakzai Agency,. The sources said that unidentified persons planted explosives at various places in the Government Girls Middle School in Bezot area in lower Orakzai Agency and triggered the explosion early in the day. Two rooms and verandah of the school were destroyed and the boundary wall was damaged in the explosion which took place at 6am",0
770,310PAK,8305,08-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Hyderabad,Mirpurkhas,Mirpurkhas,25.52,69.01,1,Daily Regional Times,After receiving theft news in the city Sarafa Bazar was closed and shopkeepers gathered in the market center to protest the theft. PPP and MQM representatives were present . Calls and slogans were raised against mirpurkhas police.,0
770,311PAK,8306,08-February-2015,2015,1,Violence against civilians,Military Forces of Pakistan,,1,Civilians (Pakistan),,7,17,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,Peshawar,34.01,71.57,1,The News,Two persons were killed and four others sustained injuries when soldiers fired at a van after the driver sped away mistaking the soldiers for robbers. The four workers and a guard of the Cherat Cement Factory were travelling to their duty station in a van when the soldiers at a checkpoint signalled them to stop.The soldiers opened fire on the van when the driver sped away the vehicle. The driver and the guard of the Cherat Cement Factory were killed on the spot while four factory workers sustained injuries,2
770,312PAK,8307,08-February-2015,2015,1,Remote violence,LeI: Lashkar-e-Islam,,3,TI: Tauheedul Islam,,4,34,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Bara,Tirah Valley,33.81,70.67,1,The News,"At least three people were killed and five critically injured in bomb attack on a a pro-government militia in  Tirah Valley of Khyber Agency. An IED was detonated in a compound belonging to TI ppeace Lashkar in the Narai Baba area of Tirah, according to sources Three militia members were killed on the spot and five received shrapnel wounds militants from the Mangal Bagh-led Lashkar-e-Islam extremist group had planted the IED near their compoundin Tirah, Bara Tehsil, Khyber Agency",3
770,313PAK,8308,09-February-2015,2015,1,Remote violence,Unidentified Armed Group (Pakistan),,3,Police Forces of Pakistan,,1,13,Pakistan,Federally Administered Tribal Areas,Mohmand Agency,Ghalanai,Ghalanai,34.32,71.39,1,Dawn,"A khasadar official and three volunteers suffered injuries when the vehicle of a local peace committee head was targeted with an improvised explosive device in Mohmand Agency tehsil Ghalanai . Political tehsildar, Baizai, Miraj Khan confirmed the incident and said that Baizai peace committee head Malik Sanobar was going in his vehicle when it was hit by an improvised Explosive device in Shandara area.As a result, a khasadar official, two peace volunteers, Ismail Khan and Hazrat, were injured. No group claimed responsibility for the IED blast",0
770,314PAK,8309,09-February-2015,2015,1,Violence against civilians,Unidentified Armed Group (Pakistan),,3,Civilians (Pakistan),PPP: Pakistan Peoples Party,7,37,Pakistan,Sindh,Karachi,Karachi,Karachi,24.92,67.04,1,The Nation,"A local leader of Pakistan People's Party (PPP) was gunned down in GulshaneIqbal area, Karacgi. The victim identified as 48 year old Ahsan Danish was working at a local bank branch at University Road. He was the president of PPP’s PS118 and the police declared this a targeted attack. He was going home at National Cement Society in Dalmia area from his workplace. Police officials said two unknown armed men riding a motorcycle targeted him when he slowed down his car to take a turn near Aziz Bhatti Park.",1
770,315PAK,8310,09-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Sindh,Hyderabad,Mirpurkhas,Mirpurkhas,25.52,69.01,1,Daily Regional Times,Shopkeepers protested a theft and police inaction at the Sarafa bazar in Mirpurkhas for a second day . The second day protest was staged infront of the Mirpurkhas press club,0
770,316PAK,8311,09-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),,6,,,0,60,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,Peshawar,34.01,71.57,1,The News,"The activists of various political parties belonging to the Khugakhel Shinwari tribe staged a protest demonstration outside the Peshawar Press Club to seek compensation for the construction of a proposed terminal at Torkham border Carrying banners and placards, the demonstrators said their tribe comprised three sub-tribes. They said the National Highway Authority had started work on a terminal on the property of Khugakhel tribespersons. They threatened to stage protest demonstrations outside the Governor’s House and Peshawar High Court if their demands were not met",0
770,317PAK,8312,09-February-2015,2015,1,Remote violence,Military Forces of Pakistan,,1,LeI: Lashkar-e-Islam,TTP: Tehreek-i-Taliban Pakistan,3,13,Pakistan,Federally Administered Tribal Areas,Khyber Agency,Landi Kotal,Sur Khas,34.10,71.13,1,The News,"Thirteen suspected militants were killed and their seven hideouts destroyed when the Pakistan Air Force (PAF) fighter jets pounded various areas of Tirah Valley in Khyber Agency on Monday, official and local sources said.According to the Inter-Services Public Relations (ISPR), the fighter jets targeted Tor Khas area in Khyber Agency",13
770,318PAK,8313,10-February-2015,2015,1,Battle-No change of territory,Military Forces of Pakistan,,1,Unidentified Armed Group (Pakistan),,3,13,Pakistan,Balochistan,Sibi,Washuk,Basima,27.83,65.36,1,Right Vision News,"Fifteen assailants were killed in an operation of Frontier Corps Balochistan in Basima area of Washuk district on Tuesday. A huge amount of arms and ammunition was also recovered from the assailants's possession. One FC soldier was also killed and three others wounded in exchange of fire with the militants, no mention of which militant group was the target",16
770,319PAK,8314,10-February-2015,2015,1,Riots/Protests,Rioters (Pakistan),PTI: Pakistan Tehreek-i-Insaf,5,,,0,50,Pakistan,Islamabad Capital Territory,Islamabad,Islamabad,Islamabad,33.70,73.17,1,The Express Tribune,Activists of PTI and MQM took out rallies to show their support for their leaders in the twin cities .PTI activists from different localities of Rawalpindi gathered at Shakrial and marched to the Islamabad Expressway where they burnt tyres and blocked the main road.The protest resulted in a massive traffic jam on the Islamabad Expressway which lasted for one and a half hour.,0
770,320PAK,8315,10-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),MQM: Muttahida Qaumi Movement,6,,,0,60,Pakistan,Islamabad Capital Territory,Islamabad,Islamabad,Islamabad,33.70,73.17,1,The Express Tribune,"On 10 February, a few dozen MQM workers gathered outside the National Press Club in Islamabad to protestagainst Imran Khan for his presser against Hussain. They called for legal action against Imran Khan for his 'baseless' allegations and attacks on their leader.",0
770,321PAK,8316,10-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),GSTA: Government Secondary Teachers' Association,6,,,0,60,Pakistan,Sindh,Khairpur,Khairpur,Khairpur,26.83,69.06,1,Daily Regional Times,"Members of the Government Secondary Teachers Association and Primary Teachers Association protested and observed a token hunger strike in Khairpur, Sindh against handing over of historical Naz High School and other government schools to private organizations. the leaders of the protest hold  that the Sindh government and some influential landlords are bent to destroy the education process in the province of Sindh, specifically Khairpur",0
770,322PAK,8317,10-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),YDA: Young Doctors Association,6,,,0,60,Pakistan,Punjab,Lahore,Lahore,Lahore,31.54,74.32,1,Dawn,The Young Doctors Association's Punjab chapter on Tuesday blocked Ferozepur Road for traffic to protest delay in implementation of a proposed service structure promised by the Punjab government a couple of years ago. Dozens of doctors first stopped working at Lahore General Hospital and then took out a rally that reached Ferozepur Road where scores of their colleagues from other teaching hospitals joined them . The protesting doctors raised slogans against Punjab government as well as the health bureaucracy for what they called deliberate delay in implementing their service structure,0
770,323PAK,8318,10-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),STPP: Sindh Taraqi Pasand Party,6,,,0,60,Pakistan,Sindh,Hyderabad,Thatta,Mirpur Bathoro,24.72,68.26,1,Daily Regional Times,"Sindh Taraqi Pansad Party Sujawal and Mirpur Bathoro Chapters  protested against the alleged corruption of Assistant Commissioner and TMO Mirpur Bathoro. They hold that the city has become paradise for corrupt officials of the TMA Mirpur Bathoro, who are not willing to resolve the problems of the masses. The protesting leaders said that due to negligence of the concerned authorities the sewerage water has inundated the main streets and roads in their area",0
770,324PAK,8319,10-February-2015,2015,1,Riots/Protests,Protesters (Pakistan),PTI: Pakistan Tehreek-i-Insaf,6,,,0,60,Pakistan,Balochistan,Quetta,Quetta,Quetta,30.19,67.00,1,Daily The Post,"The Balochistan chapter of the Pakistan Tehreek-i-Insaf (PTI) held a protest demonstration on Tuesday, outside the Quetta Press Club against proposed changing of the Gwadar-Kashgar trade route and demanded that the government desist from modifying the project, warning that the move would divide the nation on the issue.",0
